teamName,teamId,season_year,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_T,playoff_W,playoff_opponents,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_T,regular_season_opponents,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_opponents,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_opponents,away_win_pct,away_run_diff_total,away_run_diff_mean
Holland Black River,311025,2012,21,7.904761904761905,7.0,166.0,21,4.380952380952381,4.0,92.0,6.0,4.0,15.0,"[311621.0, 311621.0, 377469.0, 377469.0, 311607.0, 311099.0, 311099.0, 311633.0, 311633.0, 377312.0, 377312.0, 311618.0, 311618.0, 311099.0, 311099.0, 377312.0, 377312.0, 311621.0, 311621.0, 377469.0, 377469.0, 311618.0, 311618.0, 311383.0, 311383.0]",0.7142857142857143,74.0,3.5238095238095237,,,,,,,,,,,,,,8.0,7.125,7.0,57.0,8.0,4.375,4.5,35.0,2.0,2.0,6.0,"[377469.0, 377469.0, 311099.0, 311099.0, 377312.0, 377312.0, 311618.0, 311618.0, 311621.0, 311621.0]",0.75,22.0,2.75,13.0,8.384615384615385,7.0,109.0,13.0,4.384615384615385,3.0,57.0,4.0,2.0,9.0,"[311621.0, 311621.0, 311607.0, 311633.0, 311633.0, 311099.0, 311099.0, 377312.0, 377312.0, 377469.0, 377469.0, 311618.0, 311618.0, 311383.0, 311383.0]",0.6923076923076923,52.0,4.0
Holland Calvary,311618,2012,12,4.916666666666667,4.5,59.0,12,10.166666666666666,10.0,122.0,10.0,6.0,2.0,"[377469.0, 377469.0, 311099.0, 311621.0, 311621.0, 311099.0, 311099.0, 377312.0, 311025.0, 311025.0, 377312.0, 377312.0, 377469.0, 377469.0, 311633.0, 311633.0, 311025.0, 311025.0]",0.16666666666666666,-63.0,-5.249999999999999,,,,,,,,,,,,,,5.0,3.4,3.0,17.0,5.0,13.8,15.0,69.0,5.0,4.0,0.0,"[311099.0, 311099.0, 377312.0, 377312.0, 377312.0, 311633.0, 311633.0, 311025.0, 311025.0]",0.0,-52.0,-10.4,7.0,6.0,5.0,42.0,7.0,7.571428571428571,9.0,53.0,5.0,2.0,2.0,"[377469.0, 377469.0, 311099.0, 311621.0, 311621.0, 311025.0, 311025.0, 377469.0, 377469.0]",0.2857142857142857,-11.0,-1.5714285714285712
Holland Christian,311477,2012,18,5.611111111111111,4.5,101.0,18,3.2222222222222223,2.5,58.0,6.0,4.0,12.0,"[311115.0, 311510.0, 311217.0, 311162.0, 311369.0, 311369.0, 311172.0, 311587.0, 311572.0, 311252.0, 311144.0, 311587.0, 311625.0, 311625.0, 311265.0, 311265.0, 311252.0, 311041.0, 311041.0, 311481.0, 311144.0, 311146.0]",0.6666666666666666,43.0,2.3888888888888884,,,,,,,,,,,,,,9.0,5.333333333333333,5.0,48.0,9.0,2.3333333333333335,1.0,21.0,2.0,2.0,7.0,"[311115.0, 311172.0, 311587.0, 311144.0, 311265.0, 311265.0, 311252.0, 311041.0, 311041.0, 311481.0, 311146.0]",0.7777777777777778,27.0,2.9999999999999996,9.0,5.888888888888889,4.0,53.0,9.0,4.111111111111111,3.0,37.0,4.0,2.0,5.0,"[311510.0, 311217.0, 311162.0, 311369.0, 311369.0, 311572.0, 311252.0, 311587.0, 311625.0, 311625.0, 311144.0]",0.5555555555555556,16.0,1.7777777777777786
Holland West Ottawa,311465,2012,15,4.866666666666666,5.0,73.0,15,5.466666666666667,5.0,82.0,8.0,9.0,7.0,"[311377.0, 311165.0, 311405.0, 311405.0, 311041.0, 311225.0, 311225.0, 311500.0, 311473.0, 311473.0, 311580.0, 311537.0, 311537.0, 311289.0, 311289.0, 311155.0, 311275.0, 311275.0, 311275.0, 311158.0, 311268.0, 311268.0, 311590.0, 311590.0]",0.4666666666666667,-9.0,-0.6000000000000005,,,,,,,,,,,,,,10.0,4.6,6.0,46.0,10.0,5.0,5.0,50.0,5.0,4.0,5.0,"[311165.0, 311405.0, 311041.0, 311225.0, 311500.0, 311473.0, 311537.0, 311537.0, 311289.0, 311289.0, 311275.0, 311275.0, 311268.0, 311590.0]",0.5,-4.0,-0.40000000000000036,5.0,5.4,3.0,27.0,5.0,6.4,5.0,32.0,3.0,5.0,2.0,"[311377.0, 311405.0, 311225.0, 311473.0, 311580.0, 311155.0, 311275.0, 311158.0, 311268.0, 311590.0]",0.4,-5.0,-1.0
Holly,311283,2012,21,6.761904761904762,7.0,142.0,21,3.619047619047619,3.0,76.0,4.0,9.0,16.0,"[311599.0, 311599.0, 311323.0, 311323.0, 311431.0, 311431.0, 311138.0, 311138.0, 311597.0, 311597.0, 311597.0, 311328.0, 311328.0, 311249.0, 311249.0, 311384.0, 311072.0, 311233.0, 311233.0, 311321.0, 311321.0, 311095.0, 311494.0, 311494.0, 311286.0, 311286.0, 311278.0, 311384.0, 311574.0]",0.7619047619047619,66.0,3.142857142857143,,,,,,,,,,,,,,10.0,7.1,8.0,71.0,10.0,3.5,3.5,35.0,1.0,0.0,9.0,"[311323.0, 311323.0, 311249.0, 311249.0, 311384.0, 311494.0, 311494.0, 311286.0, 311286.0, 311574.0]",0.9,36.0,3.5999999999999996,11.0,6.454545454545454,6.0,71.0,11.0,3.727272727272727,3.0,41.0,3.0,9.0,7.0,"[311599.0, 311599.0, 311431.0, 311431.0, 311138.0, 311138.0, 311597.0, 311597.0, 311597.0, 311328.0, 311328.0, 311072.0, 311233.0, 311233.0, 311321.0, 311321.0, 311095.0, 311278.0, 311384.0]",0.6363636363636364,30.0,2.727272727272727
Holt,311554,2012,7,7.285714285714286,6.0,51.0,7,4.142857142857143,5.0,29.0,2.0,9.0,5.0,"[311259.0, 311259.0, 311438.0, 311116.0, 311116.0, 311161.0, 311038.0, 311038.0, 311254.0, 311130.0, 311424.0, 311424.0, 311268.0, 311151.0, 311151.0, 311442.0]",0.7142857142857143,22.0,3.1428571428571423,,,,,,,,,,,,,,2.0,6.0,6.0,12.0,2.0,2.5,2.5,5.0,0.0,5.0,2.0,"[311259.0, 311259.0, 311438.0, 311130.0, 311424.0, 311424.0, 311442.0]",1.0,7.0,3.5,5.0,7.8,8.0,39.0,5.0,4.8,5.0,24.0,2.0,4.0,3.0,"[311116.0, 311116.0, 311161.0, 311038.0, 311038.0, 311254.0, 311268.0, 311151.0, 311151.0]",0.6,15.0,3.0
Holton,311297,2012,18,6.888888888888889,7.0,124.0,18,3.5555555555555554,3.0,64.0,3.0,11.0,14.0,"[311261.0, 311550.0, 311550.0, 311204.0, 311250.0, 311250.0, 311347.0, 311290.0, 311290.0, 311141.0, 311141.0, 311445.0, 311445.0, 311482.0, 311482.0, 311076.0, 311076.0, 311043.0, 311068.0, 311068.0, 311443.0, 311443.0, 311584.0, 311584.0, 311475.0, 311057.0, 311057.0, 311564.0]",0.7777777777777778,60.0,3.333333333333334,,,,,,,,,,,,,,6.0,8.166666666666666,8.5,49.0,6.0,3.6666666666666665,3.0,22.0,1.0,5.0,5.0,"[311261.0, 311250.0, 311250.0, 311347.0, 311482.0, 311482.0, 311076.0, 311076.0, 311475.0, 311057.0, 311057.0]",0.8333333333333334,27.0,4.5,12.0,6.25,5.5,75.0,12.0,3.5,3.0,42.0,2.0,6.0,9.0,"[311550.0, 311550.0, 311204.0, 311290.0, 311290.0, 311141.0, 311141.0, 311445.0, 311445.0, 311043.0, 311068.0, 311068.0, 311443.0, 311443.0, 311584.0, 311584.0, 311564.0]",0.75,33.0,2.75
Homer,311031,2012,23,7.695652173913044,7.0,177.0,23,3.3043478260869565,3.0,76.0,4.0,2.0,19.0,"[311503.0, 311503.0, 376727.0, 376727.0, 311142.0, 311142.0, 311282.0, 311237.0, 311375.0, 311375.0, 311422.0, 311422.0, 311349.0, 311349.0, 311215.0, 311215.0, 311523.0, 311552.0, 311552.0, 311263.0, 311263.0, 311527.0, 311560.0, 311560.0, 311044.0]",0.8260869565217391,101.0,4.391304347826088,,,,,,,,,,,,,,10.0,6.9,7.0,69.0,10.0,2.4,2.5,24.0,2.0,1.0,8.0,"[311503.0, 311503.0, 311237.0, 311375.0, 311375.0, 311422.0, 311422.0, 311349.0, 311349.0, 311523.0, 311527.0]",0.8,45.0,4.5,13.0,8.307692307692308,7.0,108.0,13.0,4.0,3.0,52.0,2.0,1.0,11.0,"[376727.0, 376727.0, 311142.0, 311142.0, 311282.0, 311215.0, 311215.0, 311552.0, 311552.0, 311263.0, 311263.0, 311560.0, 311560.0, 311044.0]",0.8461538461538461,56.0,4.307692307692308
Hopkins,311332,2012,14,8.071428571428571,8.0,113.0,14,3.857142857142857,3.5,54.0,4.0,9.0,10.0,"[311531.0, 311625.0, 311531.0, 311342.0, 311342.0, 311457.0, 311526.0, 311204.0, 311547.0, 311547.0, 311166.0, 311594.0, 311366.0, 311386.0, 311204.0, 311092.0, 311594.0, 311146.0, nan, 311166.0, 311366.0, 311386.0, 311170.0]",0.7142857142857143,59.0,4.2142857142857135,,,,,,,,,,,,,,7.0,6.428571428571429,4.0,45.0,7.0,4.571428571428571,5.0,32.0,3.0,3.0,4.0,"[311625.0, 311342.0, 311342.0, 311204.0, 311166.0, 311594.0, 311146.0, nan, 311366.0, 311386.0]",0.5714285714285714,13.0,1.8571428571428577,7.0,9.714285714285714,10.0,68.0,7.0,3.142857142857143,3.0,22.0,1.0,6.0,6.0,"[311531.0, 311531.0, 311457.0, 311526.0, 311547.0, 311547.0, 311594.0, 311366.0, 311386.0, 311204.0, 311092.0, 311166.0, 311170.0]",0.8571428571428571,46.0,6.571428571428571
Houghton Lake,311110,2012,4,7.5,6.0,30.0,4,12.0,12.0,48.0,3.0,4.0,1.0,"[311054.0, 311054.0, 311240.0, 311240.0, 311114.0, 311420.0, 311387.0, 311387.0]",0.25,-18.0,-4.5,,,,,,,,,,,,,,2.0,9.0,9.0,18.0,2.0,12.0,12.0,24.0,1.0,0.0,1.0,"[311240.0, 311240.0]",0.5,-6.0,-3.0,2.0,6.0,6.0,12.0,2.0,12.0,12.0,24.0,2.0,4.0,0.0,"[311054.0, 311054.0, 311114.0, 311420.0, 311387.0, 311387.0]",0.0,-12.0,-6.0
Howard City Tri-County,311454,2012,19,5.7894736842105265,5.0,110.0,19,4.052631578947368,4.0,77.0,9.0,7.0,10.0,"[311407.0, nan, 311473.0, 311163.0, 311163.0, 311405.0, 311499.0, 311564.0, 311564.0, 311290.0, 311207.0, 311275.0, 311481.0, 311481.0, 311271.0, 311578.0, 311361.0, 311361.0, 311153.0, 311319.0, 311319.0, 311623.0, 311411.0, 311411.0, 311482.0, 311482.0]",0.5263157894736842,33.0,1.7368421052631584,,,,,,,,,,,,,,10.0,5.2,4.0,52.0,10.0,4.4,4.0,44.0,5.0,5.0,5.0,"[nan, 311405.0, 311499.0, 311564.0, 311564.0, 311207.0, 311481.0, 311481.0, 311271.0, 311361.0, 311361.0, 311153.0, 311623.0, 311411.0, 311411.0]",0.5,8.0,0.7999999999999998,9.0,6.444444444444445,5.0,58.0,9.0,3.6666666666666665,3.0,33.0,4.0,2.0,5.0,"[311407.0, 311473.0, 311163.0, 311163.0, 311290.0, 311275.0, 311578.0, 311319.0, 311319.0, 311482.0, 311482.0]",0.5555555555555556,25.0,2.777777777777778
Howell,311351,2012,25,5.88,4.0,147.0,25,3.6,3.0,90.0,9.0,2.0,16.0,"[311121.0, 311121.0, 311395.0, 311152.0, 311152.0, 311159.0, 311247.0, 311005.0, 311005.0, 311468.0, 311113.0, 311346.0, 311005.0, 311292.0, 311450.0, 311030.0, 311292.0, 311292.0, 311070.0, 311352.0, 311491.0, 311491.0, 311431.0, 311431.0, 311072.0, 311159.0, 311295.0]",0.64,57.0,2.28,,,,,,,,,,,,,,8.0,5.25,3.5,42.0,8.0,4.125,3.5,33.0,3.0,0.0,5.0,"[311121.0, 311121.0, 311247.0, 311113.0, 311346.0, 311450.0, 311352.0, 311295.0]",0.625,9.0,1.125,17.0,6.176470588235294,4.0,105.0,17.0,3.3529411764705883,3.0,57.0,6.0,2.0,11.0,"[311395.0, 311152.0, 311152.0, 311159.0, 311005.0, 311005.0, 311468.0, 311005.0, 311292.0, 311030.0, 311292.0, 311292.0, 311070.0, 311491.0, 311491.0, 311431.0, 311431.0, 311072.0, 311159.0]",0.6470588235294118,48.0,2.823529411764706
Hudson,311534,2012,6,2.8333333333333335,3.0,17.0,6,4.0,4.0,24.0,4.0,6.0,2.0,"[311087.0, 376727.0, 376727.0, 311142.0, 311142.0, 311348.0, 311348.0, 311118.0, 311335.0, 311335.0, 311215.0, 311215.0]",0.3333333333333333,-7.0,-1.1666666666666665,,,,,,,,,,,,,,6.0,2.8333333333333335,3.0,17.0,6.0,4.0,4.0,24.0,4.0,2.0,2.0,"[376727.0, 376727.0, 311348.0, 311348.0, 311335.0, 311335.0, 311215.0, 311215.0]",0.3333333333333333,-7.0,-1.1666666666666665,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,"[311087.0, 311142.0, 311142.0, 311118.0]",,0.0,
Hudsonville,311590,2012,20,8.1,8.5,162.0,20,2.75,1.5,55.0,4.0,3.0,16.0,"[311369.0, 311225.0, 311225.0, 311042.0, 311473.0, 311473.0, 311578.0, 311587.0, 311537.0, 311537.0, 311421.0, 311421.0, 311444.0, 311275.0, 311275.0, 311407.0, 311268.0, 311268.0, 311152.0, 311252.0, 311405.0, 311465.0, 311465.0]",0.8,107.0,5.35,,,,,,,,,,,,,,12.0,7.333333333333333,7.5,88.0,12.0,1.6666666666666667,1.0,20.0,3.0,2.0,9.0,"[311369.0, 311225.0, 311042.0, 311473.0, 311578.0, 311587.0, 311537.0, 311421.0, 311421.0, 311275.0, 311407.0, 311268.0, 311152.0, 311465.0]",0.75,68.0,5.666666666666666,8.0,9.25,8.5,74.0,8.0,4.375,2.5,35.0,1.0,1.0,7.0,"[311225.0, 311473.0, 311537.0, 311444.0, 311275.0, 311268.0, 311252.0, 311405.0, 311465.0]",0.875,39.0,4.875
Hudsonville Freedom Christian,311610,2012,16,3.25,2.5,52.0,16,11.4375,13.0,183.0,13.0,7.0,3.0,"[311386.0, 311217.0, 311217.0, 311633.0, 311633.0, 377312.0, 377312.0, 311043.0, 311607.0, 311153.0, 311265.0, nan, nan, 311217.0, 311043.0, 311043.0, 311621.0, 311621.0, 311607.0, 311153.0, 311265.0, 311043.0, 311043.0]",0.1875,-131.0,-8.1875,,,,,,,,,,,,,,8.0,2.125,2.0,17.0,8.0,12.25,15.0,98.0,6.0,4.0,2.0,"[311217.0, 311217.0, 311043.0, 311265.0, nan, nan, 311621.0, 311621.0, 311607.0, 311153.0, 311043.0, 311043.0]",0.25,-81.0,-10.125,8.0,4.375,3.5,35.0,8.0,10.625,11.0,85.0,7.0,3.0,1.0,"[311386.0, 311633.0, 311633.0, 377312.0, 377312.0, 311607.0, 311153.0, 311217.0, 311043.0, 311043.0, 311265.0]",0.125,-50.0,-6.25
Hudsonville Unity Christian,311252,2012,24,5.083333333333333,4.0,122.0,24,7.875,7.0,189.0,16.0,2.0,8.0,"[311473.0, 311366.0, 311377.0, 311042.0, 311369.0, 311369.0, 311625.0, 311243.0, 311477.0, 311041.0, 311625.0, 311251.0, 311146.0, 311243.0, 311144.0, 311144.0, 311155.0, 311477.0, 311572.0, 311572.0, 311590.0, 311041.0, 311587.0, 311587.0, 311405.0, 311092.0]",0.3333333333333333,-67.0,-2.791666666666667,,,,,,,,,,,,,,15.0,6.066666666666666,5.0,91.0,15.0,8.066666666666666,7.0,121.0,9.0,0.0,6.0,"[311366.0, 311377.0, 311625.0, 311477.0, 311251.0, 311146.0, 311243.0, 311144.0, 311144.0, 311572.0, 311572.0, 311590.0, 311041.0, 311405.0, 311092.0]",0.4,-30.0,-2.0,9.0,3.4444444444444446,4.0,31.0,9.0,7.555555555555555,7.0,68.0,7.0,2.0,2.0,"[311473.0, 311042.0, 311369.0, 311369.0, 311243.0, 311041.0, 311625.0, 311155.0, 311477.0, 311587.0, 311587.0]",0.2222222222222222,-37.0,-4.111111111111111
Ida,311331,2012,6,4.166666666666667,4.5,25.0,6,4.166666666666667,4.5,25.0,3.0,5.0,3.0,"[311104.0, 311104.0, 311087.0, 311348.0, 311237.0, 311335.0, 311335.0, 311105.0, 285858.0, 311134.0, 311134.0]",0.5,0.0,0.0,,,,,,,,,,,,,,2.0,4.5,4.5,9.0,2.0,4.0,4.0,8.0,1.0,2.0,1.0,"[311104.0, 311104.0, 311134.0, 311134.0]",0.5,1.0,0.5,4.0,4.0,4.5,16.0,4.0,4.25,4.5,17.0,2.0,3.0,2.0,"[311087.0, 311348.0, 311237.0, 311335.0, 311335.0, 311105.0, 285858.0]",0.5,-1.0,-0.25
Imlay City,311285,2012,16,3.4375,3.0,55.0,16,3.8125,3.5,61.0,8.0,6.0,8.0,"[311494.0, 311494.0, 311193.0, 311193.0, 311278.0, 311278.0, 311106.0, 311286.0, 311326.0, 311326.0, 311062.0, 311062.0, 311306.0, 311306.0, 311015.0, 311015.0, 311229.0, 311393.0, 311393.0, 311177.0, 311177.0, 311023.0]",0.5,-6.0,-0.375,,,,,,,,,,,,,,8.0,3.875,5.0,31.0,8.0,2.875,2.5,23.0,3.0,0.0,5.0,"[311494.0, 311494.0, 311062.0, 311062.0, 311015.0, 311015.0, 311177.0, 311177.0]",0.625,8.0,1.0,8.0,3.0,1.5,24.0,8.0,4.75,4.5,38.0,5.0,6.0,3.0,"[311193.0, 311193.0, 311278.0, 311278.0, 311106.0, 311286.0, 311326.0, 311326.0, 311306.0, 311306.0, 311229.0, 311393.0, 311393.0, 311023.0]",0.375,-14.0,-1.75
Indian River Inland Lakes,311575,2012,0,,,0.0,0,,,0.0,0.0,3.0,0.0,"[311374.0, 311210.0, 311453.0]",,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,"[311374.0, 311210.0]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[311453.0],,0.0,
Inkster,311232,2012,2,5.0,5.0,10.0,2,15.0,15.0,30.0,2.0,3.0,0.0,"[377492.0, nan, 311097.0, 311315.0, 311097.0]",0.0,-20.0,-10.0,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[nan],,0.0,,2.0,5.0,5.0,10.0,2.0,15.0,15.0,30.0,2.0,2.0,0.0,"[377492.0, 311097.0, 311315.0, 311097.0]",0.0,-20.0,-10.0
Ionia,311264,2012,7,4.142857142857143,3.0,29.0,7,7.714285714285714,7.0,54.0,6.0,5.0,1.0,"[311406.0, 311406.0, 311457.0, 311013.0, 311013.0, 311254.0, 311132.0, 311119.0, 311119.0, 311152.0, 311438.0, 311161.0]",0.14285714285714285,-25.0,-3.571428571428571,,,,,,,,,,,,,,2.0,4.5,4.5,9.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,"[311013.0, 311013.0, 311152.0, 311161.0]",0.5,5.0,2.5,5.0,4.0,3.0,20.0,5.0,10.0,11.0,50.0,5.0,3.0,0.0,"[311406.0, 311406.0, 311457.0, 311254.0, 311132.0, 311119.0, 311119.0, 311438.0]",0.0,-30.0,-6.0
Ironwood,311630,2012,0,,,0.0,0,,,0.0,0.0,1.0,0.0,[nan],,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[nan],,0.0,,,,,,,,,,,,,,,,
Ithaca,311296,2012,29,7.689655172413793,6.0,223.0,29,3.9310344827586206,3.0,114.0,9.0,3.0,20.0,"[311290.0, 311290.0, 311452.0, 311452.0, 311209.0, 311209.0, 311071.0, 311071.0, 311013.0, 311013.0, 311561.0, 311561.0, 311597.0, 311597.0, 311190.0, 311190.0, 311179.0, 311179.0, 311466.0, 311466.0, 311182.0, 311363.0, 311363.0, 311588.0, 311588.0, 311246.0, 311583.0, 311583.0, 311455.0, 311455.0, 311119.0, 311119.0]",0.6896551724137931,109.0,3.758620689655172,,,,,,,,,,,,,,15.0,9.333333333333334,9.0,140.0,15.0,4.466666666666667,3.0,67.0,4.0,0.0,11.0,"[311290.0, 311290.0, 311452.0, 311452.0, 311209.0, 311209.0, 311561.0, 311561.0, 311190.0, 311190.0, 311179.0, 311179.0, 311182.0, 311363.0, 311363.0]",0.7333333333333333,73.0,4.866666666666667,14.0,5.928571428571429,5.5,83.0,14.0,3.357142857142857,3.5,47.0,5.0,3.0,9.0,"[311071.0, 311071.0, 311013.0, 311013.0, 311597.0, 311597.0, 311466.0, 311466.0, 311588.0, 311588.0, 311246.0, 311583.0, 311583.0, 311455.0, 311455.0, 311119.0, 311119.0]",0.6428571428571429,36.0,2.5714285714285716
Jackson,311151,2012,19,5.368421052631579,4.0,102.0,19,6.526315789473684,7.0,124.0,12.0,2.0,7.0,"[311570.0, 311570.0, 311464.0, 311464.0, 311023.0, 311216.0, 311216.0, 311095.0, 311226.0, 311254.0, 311254.0, 311568.0, 311568.0, 311442.0, 311442.0, 311098.0, 311161.0, 311161.0, 311554.0, 311554.0, 311038.0]",0.3684210526315789,-22.0,-1.1578947368421053,,,,,,,,,,,,,,9.0,6.333333333333333,4.0,57.0,9.0,5.333333333333333,6.0,48.0,4.0,1.0,5.0,"[311570.0, 311570.0, 311226.0, 311568.0, 311568.0, 311098.0, 311161.0, 311161.0, 311554.0, 311554.0]",0.5555555555555556,9.0,1.0,10.0,4.5,4.0,45.0,10.0,7.6,7.5,76.0,8.0,1.0,2.0,"[311464.0, 311464.0, 311023.0, 311216.0, 311216.0, 311095.0, 311254.0, 311254.0, 311442.0, 311442.0, 311038.0]",0.2,-31.0,-3.0999999999999996
Jackson Christian,311440,2012,18,4.666666666666667,4.5,84.0,18,7.944444444444445,7.5,143.0,11.0,8.0,6.0,"[311149.0, 311149.0, 311546.0, 311546.0, 311053.0, 311053.0, 311205.0, 311402.0, 311402.0, 311044.0, 311427.0, 311427.0, 311263.0, 311263.0, 311365.0, 311365.0, 311080.0, 311080.0, 311437.0, 311437.0, 311299.0, 311299.0, 311080.0, 311382.0, 311382.0]",0.3333333333333333,-59.0,-3.2777777777777777,,,,,,,,,,,,,,4.0,5.25,4.5,21.0,4.0,5.0,4.5,20.0,2.0,4.0,2.0,"[311546.0, 311546.0, 311205.0, 311402.0, 311402.0, 311365.0, 311365.0, 311080.0]",0.5,1.0,0.25,14.0,4.5,4.5,63.0,14.0,8.785714285714286,8.0,123.0,9.0,4.0,4.0,"[311149.0, 311149.0, 311053.0, 311053.0, 311044.0, 311427.0, 311427.0, 311263.0, 311263.0, 311080.0, 311080.0, 311437.0, 311437.0, 311299.0, 311299.0, 311382.0, 311382.0]",0.2857142857142857,-60.0,-4.2857142857142865
Jackson Lumen Christi,311216,2012,15,6.866666666666666,6.0,103.0,15,4.866666666666666,4.0,73.0,4.0,9.0,11.0,"[311132.0, 311132.0, 311027.0, 311151.0, 311151.0, 311362.0, 311362.0, 311256.0, 311262.0, 311262.0, 311527.0, 311527.0, 311552.0, 311552.0, 311206.0, 311105.0, 311105.0, 311140.0, 311140.0, 311061.0, 311061.0, 311219.0, 311219.0, 311259.0]",0.7333333333333333,30.0,2.0,,,,,,,,,,,,,,12.0,7.083333333333333,6.5,85.0,12.0,4.583333333333333,3.5,55.0,2.0,0.0,10.0,"[311151.0, 311151.0, 311362.0, 311362.0, 311256.0, 311262.0, 311262.0, 311527.0, 311527.0, 311105.0, 311105.0, 311259.0]",0.8333333333333334,30.0,2.5,3.0,6.0,3.0,18.0,3.0,6.0,8.0,18.0,2.0,9.0,1.0,"[311132.0, 311132.0, 311027.0, 311552.0, 311552.0, 311206.0, 311140.0, 311140.0, 311061.0, 311061.0, 311219.0, 311219.0]",0.3333333333333333,0.0,0.0
Jackson Northwest,311527,2012,21,4.238095238095238,4.0,89.0,21,6.714285714285714,6.0,141.0,13.0,4.0,8.0,"[311552.0, 311132.0, 311132.0, 311513.0, 311349.0, 311349.0, 311206.0, 311206.0, 311362.0, 311362.0, 311118.0, 311044.0, 311044.0, 311216.0, 311216.0, 311105.0, 311105.0, 311105.0, 311031.0, 311259.0, 311259.0, 311038.0, 311362.0, 311503.0, 311503.0]",0.38095238095238093,-52.0,-2.4761904761904763,,,,,,,,,,,,,,8.0,4.5,3.0,36.0,8.0,8.875,9.0,71.0,5.0,2.0,3.0,"[311513.0, 311206.0, 311206.0, 311362.0, 311362.0, 311259.0, 311259.0, 311362.0, 311503.0, 311503.0]",0.375,-35.0,-4.375,13.0,4.076923076923077,4.0,53.0,13.0,5.384615384615385,4.0,70.0,8.0,2.0,5.0,"[311552.0, 311132.0, 311132.0, 311349.0, 311349.0, 311118.0, 311044.0, 311044.0, 311216.0, 311216.0, 311105.0, 311105.0, 311105.0, 311031.0, 311038.0]",0.38461538461538464,-17.0,-1.3076923076923084
Jenison,311225,2012,18,6.333333333333333,5.0,114.0,18,6.166666666666667,6.0,111.0,8.0,5.0,10.0,"[311623.0, 311623.0, 311144.0, 311144.0, 311590.0, 311590.0, 311465.0, 311465.0, 311271.0, 311271.0, 311405.0, 311405.0, 311421.0, 311421.0, 311473.0, 311473.0, 311537.0, 311547.0, 311537.0, 311146.0, 311146.0, 311275.0, 311275.0]",0.5555555555555556,3.0,0.16666666666666607,,,,,,,,,,,,,,12.0,5.666666666666667,5.0,68.0,12.0,6.166666666666667,6.0,74.0,5.0,3.0,7.0,"[311623.0, 311623.0, 311590.0, 311465.0, 311271.0, 311271.0, 311405.0, 311421.0, 311421.0, 311473.0, 311547.0, 311537.0, 311146.0, 311146.0, 311275.0]",0.5833333333333334,-6.0,-0.5,6.0,7.666666666666667,7.5,46.0,6.0,6.166666666666667,6.5,37.0,3.0,2.0,3.0,"[311144.0, 311144.0, 311590.0, 311465.0, 311405.0, 311473.0, 311537.0, 311275.0]",0.5,9.0,1.5
Johannesburg-Lewiston,311227,2012,3,5.333333333333333,6.0,16.0,3,5.333333333333333,3.0,16.0,1.0,0.0,2.0,"[311273.0, 311273.0, 311273.0]",0.6666666666666666,0.0,0.0,,,,,,,,,,,,,,3.0,5.333333333333333,6.0,16.0,3.0,5.333333333333333,3.0,16.0,1.0,0.0,2.0,"[311273.0, 311273.0, 311273.0]",0.6666666666666666,0.0,0.0,,,,,,,,,,,,,,,
